path,Black_Hair,Blond_Hair,Blurry,Brown_Hair,Gray_Hair,Straight_Hair,Wavy_Hair,Wearing_Hat,Young,Bald,Receding_Hairline,Male,Hair_Stage
946.jpg,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1
948.jpg,1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,1,1
954.jpg,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,1
958.jpg,-1,-1,-1,1,-1,-1,1,-1,1,-1,-1,1,1
959.jpg,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,3
962.jpg,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,1
963.jpg,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,1,1
968.jpg,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,1,1
969.jpg,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,1
970.jpg,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,1
971.jpg,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2
976.jpg,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1
978.jpg,-1,-1,-1,1,-1,-1,1,-1,1,-1,-1,1,1
981.jpg,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1
996.jpg,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,1
1002.jpg,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,2
1004.jpg,-1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,3
1007.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2
1009.jpg,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1
1012.jpg,-1,-1,-1,1,-1,1,-1,-1,1,-1,-1,1,1
1015.jpg,-1,-1,-1,1,-1,-1,1,-1,1,-1,-1,1,1
1030.jpg,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2
1038.jpg,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,1
1039.jpg,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1
1051.jpg,1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,1,1
1052.jpg,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,1,1
1053.jpg,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,1,2
1062.jpg,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1
1063.jpg,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,1
1068.jpg,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,1
1080.jpg,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,2
1081.jpg,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,1,1
1082.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1
1083.jpg,-1,-1,-1,1,-1,1,-1,-1,1,-1,-1,1,1
1085.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1
1097.jpg,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,2
1104.jpg,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,2
1106.jpg,-1,-1,-1,1,-1,-1,1,-1,1,-1,-1,1,1
1108.jpg,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,2
1109.jpg,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,1
1115.jpg,-1,-1,-1,-1,1,1,-1,-1,-1,-1,1,1,2
1118.jpg,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1
1123.jpg,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,1,1
1124.jpg,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,4
1128.jpg,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,1,2
1129.jpg,-1,1,-1,1,-1,-1,1,-1,1,-1,-1,1,1
1132.jpg,-1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,2
1144.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,4
1147.jpg,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,1
1149.jpg,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,2
1151.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1
1153.jpg,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,1,2
1155.jpg,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,1,2
1165.jpg,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,2
1170.jpg,1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,1,1
1176.jpg,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1
1188.jpg,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,2
1198.jpg,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,1,2
1199.jpg,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,2
1203.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2
1205.jpg,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,1,1
1207.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,3
1209.jpg,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,1,2
1210.jpg,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,1,2
1211.jpg,1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,1,1
1214.jpg,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,3
1220.jpg,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2
1222.jpg,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2
1229.jpg,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,2
1256.jpg,1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,1,1
1262.jpg,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1
1264.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2
1267.jpg,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,2
1269.jpg,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,1,1
1276.jpg,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,1
1278.jpg,1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,1,1
1279.jpg,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,1,1
1287.jpg,-1,-1,-1,1,-1,-1,1,-1,1,-1,-1,1,1
1288.jpg,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,2
1291.jpg,-1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,3
1298.jpg,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,1,1
1302.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1
1312.jpg,1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,1,1
1313.jpg,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,1,2
1317.jpg,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,1,2
1325.jpg,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,1,2
1326.jpg,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,1
1330.jpg,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,1,1
1336.jpg,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,1
1342.jpg,-1,-1,-1,1,-1,1,-1,-1,1,-1,-1,1,1
1343.jpg,-1,-1,-1,1,-1,-1,1,-1,1,-1,-1,1,1
1348.jpg,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,1
1368.jpg,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1
1377.jpg,1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,1,1
1388.jpg,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,2
1391.jpg,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,2
1397.jpg,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,1
1407.jpg,1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,1,4
1419.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,4
1426.jpg,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,2
1427.jpg,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,2
1428.jpg,-1,-1,-1,1,-1,-1,1,-1,1,-1,-1,1,1
1429.jpg,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2
1439.jpg,1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,1,1
1444.jpg,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,2
1453.jpg,1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,1,1
1456.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,2
1459.jpg,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,1,4
1469.jpg,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1
1472.jpg,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,1,1
1480.jpg,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1
1502.jpg,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1
1504.jpg,1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,1,1
1505.jpg,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,2
1509.jpg,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,1
1510.jpg,1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,1,1
1518.jpg,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,2
1519.jpg,-1,-1,-1,-1,1,1,-1,-1,-1,-1,1,1,2
1522.jpg,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,1
1523.jpg,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,1
1531.jpg,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,1,2
1533.jpg,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,4
1536.jpg,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1
1548.jpg,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,1,1
1558.jpg,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,3
1565.jpg,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1
1568.jpg,-1,-1,-1,1,-1,-1,1,-1,1,-1,-1,1,1
1583.jpg,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,1,1
1587.jpg,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,1,1
1596.jpg,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,1,2
1602.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2
1603.jpg,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,1
1607.jpg,-1,-1,-1,1,-1,-1,1,-1,1,-1,-1,1,1
